a,ひとつの 
jobless , 仕事のない 
joyous , とてもうれしい 
judicial , 裁判の 
jurisdiction , 支配権 
juvenile , 少年少女の 
keenly , 鋭く 
kinship , 血族関係 
landlady , 女性の家主 
landmark , 境界標識 
landowner , 地主 
laptop , ラップトップ 
lawsuit , 訴訟 
layout , 設計 
leafy , 葉の多い 
legacy , 遺産 
legendary , 伝説の 
lender , 貸す人 
lesser , より重要でない 
liberate , ～を自由にする 
liberation , 解放 
licensed , 公に許可された 
lightweight , ボクシングのライト級の選手級 
likelihood , ありそうなこと 
likeness , 似ていること 
limousine , リムジーン 
literacy , 教育のあること 
literal , 原文の語句に忠実な 
literate , 識字能力のある 
litter , 散らかったくず 
locality , 場所 
locally , 局所的に 
lodger , 下宿人 
longing , 切望 
lookout , 警戒 
luminous , 光を発する 
lunar , 月の影響による 
lunatic , 精神異常者 
lure , 誘惑するもの 
lurk , 人・動物が潜む 
lust , 強い欲望 
lyric , 叙情詩の 
magistrate , 行政長官 
majestic , 威厳のある 
mammoth , マンモス 
manifestation , 症状 
manor , 領地 
manpower , 人力 
mar , ～を汚す 
marginal , 縁の 
marketable , 売れやすい 
marmalade , マーマれ‐ド 
mastery , 支配 
materialism , 唯物論 
materialize , ～を具体的な形にする 
maze , 迷路 
meaningful , 意味のある 
meaningless , 無意味な 
meddle , おせっかいをやく 
mediate , 紛争・相違点などを調停する 
medication , 薬剤 
melodrama , メロドラマ 
memorable , 記憶すべき 
merciless , 無慈悲な 
merge , 会社・組織が合併する 
merger , 合併 
mesh , 目 
metric , メートルの 
midway , 中ほどの 
migrate , 移住する 
migration , 移住 
millennium , 1000年間 
minimize , ～を最小限にする 
mint , 造幣局 
mischievous , いたずら 
misleading , 人を誤らせる 
missionary , 伝道のの 
misty , 霧の深い 
mob , 群衆 
mobile , 動くことができる 
mobility , 流動性 
mockery , あざけること 
module , 測定基準 
moody , 気分が変わりやすい 
mop , モップ 
moth , ガ 
motto , モットー 
mound , 盛り土 
mourning , 悲しむこと 
movable , 動かせる 
mow , 草・麦などを刈る 
multiplication , 乗算 
mum , 沈黙した 
mumble , ～をもぐもぐ言う 
mutually , 相互に 
mystical , 秘法の 
narrator , 語り手 
narrowly , 狭く 
nationalistic , 民族 
nationwide , 全国的な 
necktie , 絞首づな 
negligent , 怠慢な 
negligible , とるに足らない 
nightfall , たそがれ 
nightly , 夜の 
northward , 北に向かって 
notably , 著しく 
notify , 発表する 
nourishment , 栄養 
novelty , 新奇さ 
novice , 初心者 
numeral , 数字 
nurture , 滋養物 
obscene , みだらな 
obscurity , 薄暗がり 
observance , 遵守 
obsess , 悪魔・妄想などが人にとりつく 
occupational , 職業 
offset , 相殺するもの 
ongoing , 継続している 
online , オンラインの 
operational , 操作上の 
oppressive , 圧制的な 
organizational , 組織化 
orientation , 適応させること 
ostrich , だ鳥 
outlaw , 常習犯 
overdo , ～をやり過ぎる 
overlap , ～を部分的に重ねる 
overpower , ～を負かす 
ozone , オゾン 
paddle , 水をパシャパシャさせる 
par , 1ホールまたは1コースを基準打数でとる 
parable , たとえ話 
parachute , パラシュート 
paradoxical , 逆説の 
paraphrase , 別の言葉で置き換えること 
parental , 親の 
parting , 別れ 
passerby , 通りすがりの人 
pastoral , 羊飼いの 
pavilion , パビリオン 
pending , 未決定の 
perilous , 危険な 
periodical , 定期刊行の 
permanence , 永続性 
persecute , 迫害する 
persecution , 迫害 
perseverance , がん張ること 
persistence , 永続性 
pest , 厄介な人物 
pharmacy , 薬学 
philosophical , 哲学 
pickpocket , すり 
pier , 船着き場 
pilgrim , 巡礼者 
pirate , 海賊海賊船 
placement , 置くこと 
plaintiff , 原告 
plank , 厚板 
planter , 植える人 
platinum , プラチナ 
plea , 嘆願 
pleasantly , 楽しく 
poach , 密猟する 
pollute , 水・空気・土などを汚す 
populate , ～に人を移住させる 
pornography , ポルノ 
portfolio , 折りかばん 
postgraduate , 大学院 
posture , 姿勢 
postwar , 戦後の 
potentiality , 潜在状態 
potentially , 可能性を秘めて 
practitioner , 開業医 
pragmatic , 実際的な実用的な 
prairie , 大草原 
preacher , 伝道師 
predictable , 予報し得る 
prehistoric , 有史以前の 
premium , 無料提供品 
presenter , テレビショーの司会者 
presidency , 大統領の職 
prestigious , 誉れの高い 
pretension , 気取ること 
pretentious , うぬぼれた 
preventive , 予防の 
prickly , とげのある 
privatize , 民営化する 
pro , 賛成論 
problematic , 疑問のある 
processor , 農産物加工業者 
proficiency , 熟達 
profoundly , 深く 
progression , 進行 
prologue , 序詞 
propel , ～を推し進める 
prophecy , 予言的能力 
proportional , 比例 
prosecute , 人を起訴する 
prosecution , 検察 
prosecutor , 起訴者 
prostitute , 売春婦 
protein , タンパク質 
purposely , 故意に 
quake , 物が揺れる 
quarterly , 年4回の 
query , 質問 
questionnaire , アンケート 
quilt , キルト 
quiver , 震える 
quota , 割当・分け前 
radiation , 発散 
radiator , ラジエーター 
radium , ラジウム 
raft , 多数 
raised , ～を上げる 
ranger , 歩き回る人 
rap , コツンとたたくこと 
rapidity , 急速 
rapture , 非常に幸福な気持ち 
rarity , 珍しさ 
rave , とりとめのないことを言う 
reactor , 反応を示す人 
readiness , 用意のできていること 
realism , 現実主義 
realist , 現実主義者 
recede , 退く 
recipient , 受取人 
recital , リサイタル 
recognizable , 認識 
reconsider , ～を再考する 
reconstruct , 再建 
reconstruction , 再建 
recount , 数え直す 
recreate , ～を再び作る 
recruitment , リクルート 
reddish , 赤みがかった 
redefine , 再定義する 
redesign , デザイン 
reduced , 還元型の 
redundant , 余計な 
refill , ～を再び満たす 
reformation , 改革 
reformer , 改革者 
reinforcement , 増強 
relevance , 適切 
reliance , 依存 
relic , 遺物 
relish , 風味 
reminiscent , 連想させる 
removed , 隔った 
repel , ～を撃退する 
reportedly , 伝えられるところによれば～とのこと 
resentful , 怒った 
resignation , 辞職 
resolute , 決心の堅い 
restricted , 制限された 
retailer , 小売業者 
retort , レトルト 
revision , 改正校閲 
ripple , さざ波 
rite , 儀式 
rivalry , 競争 
rotate , 回転する 
rouge , 口紅 
rumble , ～を見抜く 
runway , 滑走路 
rusty , 錆びた 
rye , ライムギ 
sanity , 正気 
sarcastic , 皮肉な 
scan , ～をじっと見る 
scant , 乏しい 
scarcity , 欠乏 
scenic , 景色の 
screening , 映写 
screwdriver , ドライバー 
scroll , 巻物 
scrub , ～をごしごしする 
sculptor , 彫刻家 
secrecy , 秘密の状態 
segment , ～を分割する 
sensibility , 感覚・心の感じやすさ・感じやすい感情・感性 
sensor , センサー 
sensuous , 感覚的な 
serene , 穏やかな 
serial , 連載物 
server , 仕える人 
settled , 変りのない 
settler , 入植者 
shameless , 恥知らずな 
shareholder , 株主 
shellfish , 甲殻類の総称 
shelve , 坂などがなだらかに傾斜する 
shipment , 船積み 
shooting , 射撃 
shoreline , 海岸線 
shove , ～を強く押す 
shrewd , 鋭い 
shrill , 甲高い 
shudder , 震える 
sicken , 病気になる 
sideboard , 食器だな 
siren , サイレン 
skeleton , 骨格 
skid , 横滑り 
slash , ～をさっと切る・～をヒュッと打ち下ろす 
slaughter , 屠殺 
slum , 貧民くつ 
slump , くずれるように落ちる 
smack , 味 
smuggle , ～を密輸する 
smuggler , 密輸業者 
snapshot , スナップ 
sneak , こそこそ動く 
sneer , あざ笑う 
sniff , かぐ 
snort , 動物が強く鼻を鳴らす 
sociable , 社交的な 
socialize , 国・制度などを社会主義化する 
socket , 穴 
solemn , まじめな 
sophistication , 洗練された 
southward , 南へ 
sovereign , 君主 
spa , 鉱泉 
spacious , 広い 
spatial , 空間の 
specialty , 専門 
speculate , 推測する 
spine , せき柱 
spotlight , スポットライト 
spouse , 配偶者 
sprawl , 手足をむぞうさに投げ出してすわる 
stabilize , ～を固定させる 
stamina , スタミナ 
stammer , どもる 
standardize , ～を標準に合わせる 
starlight , 星明かり 
starter , 出発係 
stationary , 動かない 
stature , 背 
statute , 法令 
sterile , 不妊の 
sticker , ステッカー 
stimulation , 刺激 
strangle , ～を窒息させる 
strategic , 戦略の 
streak , 筋 
stressful , ストレス性の 
striped , 筋のはいった 
stroll , ぶらぶら歩く 
subconscious , 潜在意識 
submerge , 水中に入れる 
subordinate , 下位 
subside , 洪水などが引く 
substantially , 実質 
substitution , 置換 
suburban , 郊外の 
suffice , 十分である 
sufficiently , 十分に 
superficial , 表在性の 
superiority , 優越 
superstitious , 迷信 
supervisor , 指揮者 
supposedly , 推定するところでは 
suspiciously , 怪し 
swirl , うず巻く 
symbolism , 象徴主義 
syndicate , 企業合同 
tack , びょう・船の針路 
takeover , 奮取 
tar , タール 
tavern , 酒屋 
tech , technical 
temperament , 気性 
tempting , 誘惑する 
terrifying , 恐ろしい 
terrorism , 行為 
testament , 契約 
testimony , 証言 
theorist , 理論家 
therapist , 療法士 
thrift , 倹約 
tickle , 人・身体の一部などをくすぐる 
tilt , ～を傾ける 
tonic , 強壮剤 
tornado , 竜巻 
tow , 自動車などを引く 
toxic , 有毒な 
trademark , 商標 
trailer , トレーラー 
trait , 特性 
transcript , 写し 
transparency , 透明 
transplant , 植物を移植する 
traverse , ～を横切る 
treacherous , 裏切り 
trench , みぞ 
tribal , 部族の 
trigger , 引き金 
trio , 三ツ組 
triumphant , 勝ち誇った 
trot , 速足 
trout , マス 
tug , ぐいと引く 
turmoil , 混乱 
turnip , カブ 
unborn , まだ生まれない 
unbroken , 壊れていない 
unconditional , 無条件の 
uncontrollable , 手に負えない 
underestimate , 過小評価 
underlie , ～の下に横たわる 
underlying , 内在する 
underwater , 水面下の 
undisturbed , 平静 
unending , 果てしない 
unequal , 等しくない 
unethical , 非倫理的な 
uneven , まっすぐでない 
unfavorable , 不利な 
unfinished , 未完成の 
unfit , 適当でない 
unforgettable , 忘れられない 
unfriendly , 友情のない 
unify , ～を一つにする 
unreal , 実体のない 
unrelated , 無関係の 
unreliable , 当てにならない 
unsafe , 危険な 
unsettled , 落ち着かない 
unstable , 不安定な 
unsuspecting , 疑いを持たない 
untie , 結び目・包みなどを解く 
untrue , 真実でない 
unwanted , 要求されない 
upgrade , 上りこうばい 
uplift , ～をあげる 
uproot , 追い立てる 
urgency , 緊急 
vegetarian , 菜食主義者 
velocity , 速さ 
vent , 裂け目 
versus , ～対 
veteran , 老練者 
vibration , 震え 
victimize , ～を犠牲にする 
volcanic , 火山の 
vomit , 吐く 
voucher , 証書 
vulnerable , 傷つきやすい 
wag , ひょうきん者 
waltz , ワルツ 
wandering , 歩き回る 
wardrobe , 衣装だんす 
warehouse , 保税倉庫に預ける 
warp , 平らなもの・まっすぐなものをそらせる 
warship , 軍艦 
washer , 洗う人 
wasp , スズメバチ 
waterfront , 土地 
waterway , 水路 
weaver , はた織り 
wicket , 小門 
windmill , 風車 
withhold , 承認・真相などを与えないでおく 
workaholic , 仕事中毒の 
workplace , 職場 
worsen , ～をいっそう悪化させる 
wrapper , 包むもの 
wrongdoing , 悪事をすること 
yearn , あこがれる 
zoom , 飛行機が急上昇する 
abbreviate , ～を短縮する 
abort , 流産する 
abstraction , 抽象作用 
absurdity , 不合理 
acceleration , 加速 
acoustic , 音響の 
activate , ～を活動的にする 
actuality , 現実 
addicted , 常習して 
addictive , 麻薬中毒を起こす 
adequacy , 適当であること 
adherence , 固守 
adjacent , 近接の 
admittance , 入場 
admittedly , 明らかに 
adorable , ほれぼれする 
adornment , 飾ること 
